px	py	v	yaw_angle	yaw_rate	px_measured	py_measured	px_true	py_true	vx_true	vy_true	NIS
7.99479	-6.35323	-2.75487	-2.71709	-0.366289	7.94162	-6.34466	7.95	-6.35	2.72948	0.909826	0.150279
8.07931	-6.25045	-2.72402	-2.66565	-0.258059	7.89525	-6.11857	8.05	-6.25	2.00047	2.00048	7.87816
8.18997	-6.18021	-2.7191	-2.67138	-0.25167	8.12355	-6.14389	8.15	-6.15	2.00048	2.00048	0.299927
8.31526	-6.1007	-2.71408	-2.66761	-0.224264	8.31423	-6.05705	8.3	-6.05	2.72702	1.81801	0.469232
8.44908	-6.02098	-2.72101	-2.67318	-0.217459	8.45315	-5.97158	8.45	-5.95	2.727	1.818	0.136731
8.55648	-5.94172	-2.71132	-2.65659	-0.174515	8.53167	-5.90349	8.55	-5.9	2.00127	1.00064	1.17403
8.67179	-5.87017	-2.71174	-2.65925	-0.168773	8.64207	-5.83392	8.65	-5.85	2.00128	1.00064	0.118179
8.80106	-5.81598	-2.71863	-2.68076	-0.18881	8.88764	-5.82241	8.8	-5.75	2.99963	1.99976	0.338261
8.9258	-5.73396	-2.7322	-2.67834	-0.177015	8.94256	-5.64534	8.95	-5.65	2.99961	1.99974	0.45113
9.03006	-5.64339	-2.71844	-2.63982	-0.100389	9.21669	-5.64514	9.05	-5.55	1.99699	1.997	4.62126
9.15011	-5.55305	-2.73169	-2.63069	-0.0864759	9.15342	-5.45253	9.15	-5.45	1.997	1.99701	0.562406
9.25351	-5.44042	-2.71608	-2.58054	-0.00333343	9.16723	-5.29709	9.25	-5.35	1.8166	1.81659	4.43153
9.3756	-5.33533	-2.7255	-2.56514	0.0117447	9.34852	-5.23619	9.35	-5.25	1.8166	1.81659	0.587522
9.47659	-5.22008	-2.71424	-2.51767	0.0820977	9.39027	-5.1041	9.45	-5.15	1.8222	1.82219	2.97631
9.5893	-5.11501	-2.71722	-2.50113	0.0935625	9.54207	-5.04728	9.55	-5.05	1.82219	1.82219	0.373056
9.70255	-5.0415	-2.719	-2.50956	0.072197	9.62802	-5.02338	9.65	-5	1.99604	0.998028	0.372234
9.80356	-4.95703	-2.71405	-2.50145	0.0764489	9.75	-4.94288	9.75	-4.95	1.99605	0.998028	0.159147
9.89843	-4.84137	-2.70136	-2.45295	0.145824	9.88102	-4.86216	9.85	-4.85	1.81895	1.81894	3.06076
10.0032	-4.7495	-2.69214	-2.44369	0.147144	9.94502	-4.76247	9.95	-4.75	1.81894	1.81894	0.183676
10.0887	-4.62445	-2.68083	-2.38633	0.223806	10.0747	-4.62454	10.05	-4.6	1.81966	2.72951	3.53052
10.1866	-4.50825	-2.68312	-2.36361	0.233547	10.1384	-4.4533	10.15	-4.45	1.81965	2.72948	0.291439
10.2795	-4.39303	-2.68014	-2.33494	0.256068	10.1743	-4.32841	10.25	-4.35	1.81908	1.81907	0.400056
10.3758	-4.28041	-2.68021	-2.31636	0.260285	10.3492	-4.25956	10.35	-4.25	1.81908	1.81907	0.0615673
10.4627	-4.17498	-2.68119	-2.29291	0.27731	10.56	-4.15868	10.45	-4.1	2.00061	3.0009	0.291794
10.55	-4.05169	-2.69608	-2.2682	0.286699	10.5557	-3.96034	10.55	-3.95	2.0006	3.0009	0.462568
10.6606	-3.96418	-2.70523	-2.28964	0.230653	10.7738	-3.89129	10.65	-3.85	1.99963	1.99964	1.9736
10.7464	-3.84008	-2.71898	-2.26699	0.240259	10.7394	-3.74821	10.75	-3.75	1.99962	1.99962	0.467574
10.7795	-3.68946	-2.70837	-2.16878	0.374044	10.7674	-3.58281	10.8	-3.6	0.999844	2.99952	10.5757
10.8536	-3.5503	-2.72758	-2.13787	0.384354	10.8596	-3.4348	10.85	-3.45	0.999834	2.99949	0.731102
10.959	-3.45752	-2.73307	-2.1715	0.300031	10.9601	-3.36033	10.95	-3.35	2.00065	2.00064	4.26513
11.0362	-3.32749	-2.74686	-2.14989	0.305335	11.0504	-3.25128	11.05	-3.25	2.00064	2.00064	0.324979
11.0699	-3.18159	-2.74312	-2.07348	0.39954	11.0282	-3.07488	11.1	-3.1	0.998546	2.99563	5.21279
11.1364	-3.03994	-2.76091	-2.04602	0.405359	11.1569	-2.944	11.15	-2.95	0.998526	2.9956	0.518052
11.1375	-2.85913	-2.76027	-1.92379	0.561301	11.1386	-2.78926	11.15	-2.8	0	2.73104	13.7091
11.1798	-2.70393	-2.76641	-1.88483	0.56837	11.141	-2.65084	11.15	-2.65	0	2.73102	0.234816
11.187	-2.53801	-2.76903	-1.8023	0.647565	11.1042	-2.54354	11.15	-2.55	0	1.81785	3.32032
11.2095	-2.40057	-2.75439	-1.76514	0.650358	11.1497	-2.45904	11.15	-2.45	0	1.81785	0.365957
11.3049	-2.30103	-2.73916	-1.83666	0.484279	11.1658	-2.25651	11.25	-2.25	1.99733	3.99465	15.951
11.341	-2.14908	-2.75773	-1.80838	0.48605	11.3591	-2.05184	11.35	-2.05	1.99733	3.99465	0.520026
11.3523	-1.99164	-2.76031	-1.75328	0.529556	11.3117	-1.92025	11.35	-1.95	0	1.81854	1.07543
11.3736	-1.84596	-2.75525	-1.7228	0.531291	11.3504	-1.8663	11.35	-1.85	0	1.81853	0.0497939
11.3882	-1.69427	-2.75607	-1.6848	0.545757	11.4185	-1.70062	11.35	-1.7	0	2.72762	0.136442
11.3956	-1.54132	-2.756	-1.65018	0.549973	11.3568	-1.53205	11.35	-1.55	0	2.72762	0.0845029
11.334	-1.37466	-2.76343	-1.53243	0.687834	11.2541	-1.38373	11.3	-1.4	-0.908846	2.72653	10.1998
11.312	-1.22575	-2.75761	-1.48739	0.694987	11.2429	-1.24238	11.25	-1.25	-0.908846	2.72653	0.267075
11.211	-1.06048	-2.77738	-1.34563	0.85772	11.0754	-1.08747	11.15	-1.1	-1.82014	2.73021	14.3191
11.1539	-0.914867	-2.77247	-1.28728	0.86854	11.0544	-0.927069	11.05	-0.949999	-1.82013	2.73021	0.53445
11.0823	-0.779902	-2.78191	-1.21064	0.918805	10.9247	-0.791254	11	-0.799999	-1.00036	3.00107	1.60889
11.0164	-0.649724	-2.78265	-1.15652	0.926144	10.9434	-0.640459	10.95	-0.65	-1.00035	3.00104	0.286724
10.8967	-0.520271	-2.81237	-1.03824	1.03749	10.7146	-0.485949	10.85	-0.5	-2.00003	3.00006	7.9718
10.8108	-0.395796	-2.8185	-0.980126	1.04215	10.7471	-0.362528	10.75	-0.35	-2.00002	3.00003	0.270199
10.7164	-0.271263	-2.8196	-0.91768	1.04982	10.6895	-0.304531	10.65	-0.3	-1.81779	0.908892	0.0521322
10.6055	-0.171086	-2.80248	-0.848158	1.06406	10.547	-0.266677	10.55	-0.25	-1.81778	0.908893	0.677931
10.4612	-0.0786514	-2.84156	-0.730627	1.16578	10.5032	-0.154501	10.4	-0.15	-3.00061	2.00041	8.5995
10.3355	0.000381481	-2.83519	-0.658963	1.17974	10.2485	-0.0475524	10.25	-0.0499992	-3.0006	2.00041	0.532512
10.2351	0.0791216	-2.80776	-0.618586	1.14834	10.1407	-0.0721585	10.15	-0.0499992	-1.99645	0	1.98957
10.0997	0.117974	-2.78146	-0.535953	1.17832	10.0313	-0.0518611	10.05	-0.0499992	-1.99644	0	1.84316
9.96193	0.181654	-2.78384	-0.459844	1.19681	10.0898	-0.00166396	9.9	9.49949e-07	-2.73175	0.910584	0.902333
9.80571	0.204289	-2.76176	-0.366064	1.2295	9.74695	0.0464954	9.75	0.0500011	-2.73174	0.910584	1.59004
9.65318	0.237276	-2.78653	-0.279255	1.26421	9.50401	0.0833188	9.6	0.100001	-2.99544	0.998471	2.33448
9.50606	0.244508	-2.77652	-0.195457	1.28718	9.45825	0.149456	9.45	0.15	-2.99545	0.998471	0.642709
9.37386	0.253411	-2.71126	-0.133315	1.26902	9.22819	0.16178	9.35	0.15	-1.81963	0	8.02043
9.22439	0.240021	-2.69766	-0.0447874	1.29153	9.24456	0.139817	9.25	0.15	-1.81962	0	0.587703
9.08256	0.244327	-2.71831	0.0218525	1.29464	9.0729	0.205961	9.1	0.2	-3.00059	1.0002	0.814667
8.94952	0.240611	-2.71775	0.0834011	1.29145	8.96281	0.250937	8.95	0.25	-3.0006	1.0002	0.0155764
8.81149	0.234347	-2.7333	0.141702	1.28407	8.84168	0.257617	8.8	0.25	-2.99995	0	0.487492
8.67539	0.218619	-2.73676	0.200326	1.27736	8.65606	0.24536	8.65	0.25	-2.99994	0	0.0593431
8.5354	0.19988	-2.75268	0.254206	1.26406	8.43549	0.247188	8.5	0.25	-2.99323	0	0.513511
8.39715	0.182036	-2.75992	0.301811	1.24559	8.34184	0.250769	8.35	0.25	-2.9932	0	0.425529
8.25486	0.143691	-2.75985	0.361062	1.23578	8.27073	0.243988	8.2	0.25	-2.73233	0	0.186321
8.10631	0.128258	-2.76426	0.395582	1.19907	8.03847	0.260731	8.05	0.25	-2.73234	0	1.26381
7.97039	0.1056	-2.78066	0.422673	1.15787	7.98053	0.204587	7.9	0.2	-3.00234	-1.00078	1.54745
7.83182	0.070437	-2.788	0.459968	1.13443	7.73327	0.149199	7.75	0.15	-3.00231	-1.00077	0.857283
7.67918	0.0601544	-2.82006	0.4588	1.05789	7.46173	0.143776	7.6	0.15	-2.99599	0	5.35069
7.54083	0.0307392	-2.82044	0.482912	1.02705	7.45455	0.149294	7.45	0.15	-2.99596	0	1.20009
7.42573	-0.064015	-2.79219	0.569292	1.07351	7.37986	0.0951006	7.35	0.100001	-1.81801	-0.908998	4.18776
7.29163	-0.10387	-2.77832	0.593764	1.03896	7.26713	0.055036	7.25	0.0500011	-1.81801	-0.908998	1.48614
7.14746	-0.139145	-2.7838	0.593499	0.96283	7.32548	-0.0461763	7.1	-0.0499995	-2.72495	-1.81664	4.16283
7.00939	-0.205871	-2.78398	0.628028	0.94343	6.93127	-0.133333	6.95	-0.15	-2.72492	-1.81662	0.624178
6.94578	-0.366163	-2.74785	0.772732	1.07855	7.09668	-0.264116	6.9	-0.25	-0.910634	-1.82126	13.8616
6.83923	-0.447855	-2.73307	0.814529	1.0625	6.84796	-0.34284	6.85	-0.35	-0.910622	-1.82124	0.616918
6.67994	-0.447738	-2.73701	0.734605	0.872221	6.64638	-0.45061	6.7	-0.45	-2.99641	-1.99759	18.0887
6.57601	-0.540119	-2.73955	0.775801	0.869399	6.54772	-0.536719	6.55	-0.549999	-2.99637	-1.99757	0.0420096
6.51319	-0.702379	-2.73498	0.898853	0.978653	6.50462	-0.718	6.5	-0.7	-0.909955	-2.72986	6.904
6.42803	-0.828011	-2.73562	0.957678	0.983651	6.45451	-0.851695	6.45	-0.85	-0.909955	-2.72986	0.0679736
6.38718	-0.985327	-2.7429	1.06977	1.07573	6.42547	-0.999512	6.4	-1	-0.999224	-2.99766	3.96588
6.32992	-1.11642	-2.74686	1.13025	1.08167	6.3554	-1.1624	6.35	-1.15	-0.99921	-2.99763	0.147498
6.26428	-1.2573	-2.75247	1.18793	1.0785	6.14523	-1.27904	6.3	-1.3	-0.908722	-2.72618	0.208891
6.2154	-1.40731	-2.75767	1.25211	1.08227	6.2299	-1.45381	6.25	-1.45	-0.908718	-2.72616	0.124425
6.25687	-1.62642	-2.79855	1.44569	1.28485	6.37158	-1.60661	6.3	-1.6	0.910485	-2.73144	19.7979
6.25868	-1.77638	-2.78813	1.52371	1.29389	6.34473	-1.75136	6.35	-1.75	0.910481	-2.73144	0.419563
6.26195	-1.91404	-2.78476	1.5921	1.29939	6.34	-1.88987	6.35	-1.9	0	-2.99515	0.116492
6.28357	-2.05149	-2.77775	1.66501	1.30827	6.35828	-2.03886	6.35	-2.05	0	-2.99515	0.302955
6.29273	-2.19129	-2.75751	1.71422	1.27069	6.45002	-2.23466	6.35	-2.2	0	-2.72856	1.53009
6.32309	-2.34016	-2.75655	1.78623	1.27296	6.34057	-2.34076	6.35	-2.35	0	-2.72854	0.016334
6.37745	-2.49542	-2.77129	1.87601	1.30125	6.4979	-2.56206	6.4	-2.5	0.908227	-2.7247	0.790172
6.43244	-2.63998	-2.77189	1.95018	1.30352	6.45265	-2.65056	6.45	-2.65	0.908223	-2.72467	0.0272779
6.44043	-2.7581	-2.7004	1.95012	1.19061	6.46538	-2.81029	6.45	-2.8	0	-2.72732	14.0635
6.49098	-2.90081	-2.70732	2.00889	1.18222	6.45762	-2.94003	6.45	-2.95	0	-2.7273	0.14283
6.55085	-3.04307	-2.72297	2.07138	1.18251	6.36717	-3.08903	6.5	-3.15	0.909078	-3.6363	0.782834
6.60557	-3.19714	-2.74554	2.11679	1.1574	6.54349	-3.33906	6.55	-3.35	0.90907	-3.63626	1.28485
6.66527	-3.33293	-2.73493	2.15448	1.11924	6.6454	-3.53435	6.6	-3.5	0.910038	-2.7301	1.96516
6.72426	-3.4908	-2.76226	2.18768	1.08432	6.65608	-3.67065	6.65	-3.65	0.910033	-2.7301	2.00989
6.78423	-3.62223	-2.73946	2.21311	1.03554	6.70981	-3.81998	6.7	-3.8	0.908095	-2.7243	3.3119
6.84092	-3.78132	-2.76457	2.23229	0.991502	6.74422	-3.95901	6.75	-3.95	0.908091	-2.72428	2.30252
6.89469	-3.9072	-2.72457	2.24398	0.932329	6.72525	-4.05329	6.8	-4.1	0.910949	-2.73284	5.52683
6.94773	-4.06946	-2.74835	2.24984	0.881106	6.83817	-4.25449	6.85	-4.25	0.910945	-2.73284	2.65898
6.98838	-4.1804	-2.69018	2.246	0.813157	6.86491	-4.32753	6.9	-4.35	0.999834	-1.99968	9.17311
7.04032	-4.32051	-2.70514	2.25065	0.773396	6.94879	-4.45387	6.95	-4.45	0.999829	-1.99966	1.52104
7.12993	-4.44174	-2.74092	2.29098	0.782333	6.99339	-4.57763	7.05	-4.6	1.99653	-2.99479	2.67252
7.19363	-4.58765	-2.76253	2.29326	0.740915	7.14339	-4.76622	7.15	-4.75	1.99653	-2.99479	1.94853
7.25408	-4.6944	-2.72346	2.30026	0.700347	7.11889	-4.79341	7.2	-4.85	1.00098	-2.00196	4.17171
7.32013	-4.8277	-2.73543	2.30453	0.666799	7.25883	-4.94719	7.25	-4.95	1.00097	-2.00194	1.05189
7.39709	-4.94657	-2.71089	2.31677	0.635459	7.28536	-5.09276	7.3	-5.1	0.90969	-2.72906	2.24127
7.45589	-5.10256	-2.72193	2.30365	0.584081	7.33925	-5.24908	7.35	-5.25	0.909677	-2.72904	2.10312
7.559	-5.22163	-2.7755	2.3397	0.601115	7.33914	-5.30864	7.45	-5.4	1.99976	-2.99964	7.05606
7.62021	-5.37286	-2.79265	2.32324	0.551041	7.5499	-5.55354	7.55	-5.55	1.99976	-2.99964	2.212
7.68458	-5.47968	-2.75054	2.32223	0.513598	7.59167	-5.64447	7.6	-5.65	1.00038	-2.00076	5.11929
7.74291	-5.61897	-2.75699	2.30787	0.471297	7.64483	-5.73357	7.65	-5.75	1.00037	-2.00074	1.37578
7.84222	-5.74256	-2.77561	2.32865	0.469131	7.6402	-5.81769	7.75	-5.9	1.81659	-2.7249	1.45942
7.91295	-5.90064	-2.78803	2.31073	0.422861	7.84396	-6.051	7.85	-6.05	1.81659	-2.7249	1.65095
7.97866	-6.0144	-2.7283	2.30256	0.380809	7.91394	-6.15143	7.9	-6.15	0.909251	-1.81851	8.84974
8.0433	-6.16314	-2.7324	2.28463	0.340328	7.95018	-6.25957	7.95	-6.25	0.909247	-1.81849	1.11449
8.13743	-6.28225	-2.73305	2.29705	0.333492	8.10134	-6.38026	8.05	-6.35	1.81576	-1.81577	0.127182
8.2168	-6.41364	-2.73384	2.29399	0.311378	8.15891	-6.45832	8.15	-6.45	1.81577	-1.81577	0.332383
8.32615	-6.5344	-2.75915	2.31452	0.31797	8.3424	-6.65648	8.25	-6.6	1.8218	-2.73269	1.19859
8.40108	-6.67438	-2.76236	2.30207	0.287171	8.33273	-6.74641	8.35	-6.75	1.8218	-2.73269	0.619227
8.48832	-6.79324	-2.74567	2.30378	0.269837	8.46635	-6.96022	8.4	-6.9	0.907987	-2.72401	1.2125
8.54821	-6.94589	-2.74859	2.27581	0.225847	8.44383	-7.03914	8.45	-7.05	0.907988	-2.72398	1.23596
8.63264	-7.0697	-2.74082	2.27445	0.210108	8.53661	-7.23635	8.5	-7.2	0.910054	-2.73014	0.587536
8.6782	-7.23828	-2.74725	2.23105	0.153797	8.55761	-7.36836	8.55	-7.35	0.910046	-2.73012	1.99425
8.76009	-7.35445	-2.75416	2.2341	0.149844	8.70486	-7.48959	8.65	-7.45	1.99827	-1.99828	0.240599
8.81883	-7.4893	-2.75771	2.2143	0.121917	8.7565	-7.55536	8.75	-7.55	1.99828	-1.99828	0.518304
8.89708	-7.61469	-2.74943	2.21038	0.109634	8.74707	-7.66927	8.8	-7.7	0.909061	-2.72717	0.357636
8.94793	-7.77194	-2.75313	2.17724	0.0696033	8.85031	-7.85391	8.85	-7.85	0.909053	-2.72715	1.02655
9.019	-7.90071	-2.74147	2.16792	0.0536321	8.88546	-7.96913	8.9	-8	0.908945	-2.72688	0.500214
9.0582	-8.06704	-2.74749	2.12583	0.00778532	8.95085	-8.16397	8.95	-8.15	0.908953	-2.72687	1.32816
9.12663	-8.19807	-2.73935	2.11668	-0.00407244	9.03618	-8.239	9.05	-8.25	1.82026	-1.82027	0.237014
9.19071	-8.33529	-2.73896	2.10456	-0.0161607	9.15149	-8.34807	9.15	-8.35	1.82025	-1.82026	0.104665
9.27096	-8.45423	-2.75939	2.11558	0.00236639	9.14011	-8.44049	9.2	-8.5	0.999884	-2.99963	1.54985
9.31055	-8.59689	-2.763	2.08647	-0.0271407	9.22902	-8.65053	9.25	-8.65	0.999874	-2.9996	0.597623
9.37604	-8.71866	-2.76675	2.08458	-0.0259768	9.23666	-8.722	9.3	-8.8	0.999284	-2.99783	0.273565
9.41689	-8.86727	-2.77655	2.05558	-0.053761	9.36398	-8.95164	9.35	-8.95	0.999284	-2.99784	0.610267
9.45347	-9.00662	-2.73914	2.01757	-0.102997	9.47823	-9.13791	9.4	-9.05	0.909209	-1.81844	5.22995
9.49806	-9.15181	-2.73802	1.99608	-0.119048	9.43696	-9.1575	9.45	-9.15	0.90921	-1.81843	0.223663
9.55225	-9.28927	-2.73376	1.98406	-0.125562	9.44585	-9.27158	9.5	-9.3	0.908483	-2.72543	0.135072
9.59272	-9.43754	-2.73471	1.96131	-0.141446	9.53884	-9.45193	9.55	-9.45	0.908475	-2.72542	0.191104
9.6536	-9.57964	-2.74128	1.95637	-0.137091	9.6872	-9.68187	9.6	-9.6	0.909756	-2.72927	0.154873
9.69762	-9.72921	-2.74546	1.93788	-0.14785	9.67284	-9.75791	9.65	-9.75	0.909739	-2.72923	0.0899485
9.76915	-9.86379	-2.77088	1.95025	-0.119431	9.86489	-10.0711	9.7	-9.9	0.998626	-2.99586	1.75353
9.79857	-10.0078	-2.77671	1.92576	-0.13762	9.74713	-10.0467	9.75	-10.05	0.998616	-2.99584	0.260251
9.81277	-10.1516	-2.74312	1.87941	-0.192335	9.75497	-10.1932	9.75	-10.2	0	-2.72857	4.20952
9.82565	-10.3156	-2.75095	1.84216	-0.21855	9.74697	-10.3629	9.75	-10.35	0	-2.72854	0.529605
9.86915	-10.4607	-2.75622	1.83643	-0.208365	9.77249	-10.4428	9.8	-10.5	0.909773	-2.7293	0.279069
9.89387	-10.6169	-2.76147	1.81312	-0.219842	9.86261	-10.6462	9.85	-10.65	0.909773	-2.7293	0.114304
9.89581	-10.7657	-2.73825	1.76517	-0.270763	9.86786	-10.8223	9.85	-10.8	0	-2.72846	2.68412
9.90224	-10.9233	-2.74239	1.73384	-0.286762	9.8455	-10.9408	9.85	-10.95	0	-2.72844	0.218479
9.90989	-11.0727	-2.73449	1.7021	-0.308779	9.84594	-11.0973	9.85	-11.1	0	-2.72748	0.38457
9.90326	-11.232	-2.73938	1.66655	-0.326684	9.83549	-11.2481	9.85	-11.25	0	-2.72745	0.298177
9.92081	-11.371	-2.74541	1.65636	-0.317137	9.8926	-11.4631	9.85	-11.4	0	-2.9967	0.148995
9.91315	-11.521	-2.75535	1.62619	-0.330371	9.87136	-11.5692	9.85	-11.55	0	-2.99671	0.243272
9.88244	-11.6725	-2.73768	1.56429	-0.393986	9.89882	-11.7746	9.8	-11.7	-0.909227	-2.72768	3.27906
9.84504	-11.8358	-2.74728	1.5178	-0.417425	9.74749	-11.8623	9.75	-11.85	-0.909218	-2.72765	0.620112
9.79635	-11.9845	-2.73327	1.45068	-0.481007	9.75738	-12.0161	9.7	-12	-0.908714	-2.72613	2.51062
9.74543	-12.1415	-2.74078	1.40299	-0.500872	9.65408	-12.1513	9.65	-12.15	-0.908706	-2.7261	0.504123
9.65334	-12.2817	-2.72213	1.30094	-0.608613	9.60373	-12.2428	9.6	-12.25	-0.909639	-1.81931	6.3285
9.59717	-12.4143	-2.71299	1.25845	-0.618298	9.54006	-12.3354	9.55	-12.35	-0.90964	-1.8193	0.493834
9.45303	-12.5358	-2.69416	1.1121	-0.781156	9.38815	-12.3607	9.45	-12.45	-1.81824	-1.81825	13.1202
9.38008	-12.6493	-2.6783	1.06504	-0.787177	9.35049	-12.5377	9.35	-12.55	-1.81823	-1.81823	0.685283
9.22954	-12.761	-2.68006	0.923911	-0.932114	9.33568	-12.8372	9.2	-12.65	-2.72578	-1.81718	10.1198
9.1196	-12.8601	-2.6705	0.858821	-0.946544	9.04708	-12.7528	9.05	-12.75	-2.72576	-1.81717	0.88024
9.00219	-12.9587	-2.66996	0.783367	-0.980083	8.97697	-12.8161	8.95	-12.85	-1.8192	-1.81921	0.641413
8.88673	-13.0428	-2.65918	0.72031	-0.990561	8.84904	-12.9423	8.85	-12.95	-1.81921	-1.81921	0.600129
8.75849	-13.1247	-2.65878	0.646777	-1.01636	8.64934	-12.9537	8.7	-13.05	-2.72781	-1.81854	0.689444
8.62177	-13.2007	-2.66071	0.578607	-1.0271	8.5479	-13.1496	8.55	-13.15	-2.7278	-1.81853	0.436547
8.41546	-13.2239	-2.69171	0.396113	-1.21702	8.43462	-13.263	8.4	-13.15	-2.72644	0	17.7918
8.27382	-13.2569	-2.67944	0.319567	-1.22846	8.26001	-13.1483	8.25	-13.15	-2.72641	0	0.628377
8.10817	-13.262	-2.70251	0.195604	-1.32189	8.10139	-13.1447	8.1	-13.15	-3.00083	0	4.60725
7.97095	-13.2646	-2.69297	0.118518	-1.33413	7.95138	-13.1593	7.95	-13.15	-3.00084	0	0.603607
7.84555	-13.2989	-2.66913	0.0870014	-1.27021	7.85182	-13.2702	7.8	-13.2	-2.72553	-0.908516	2.60581
7.69005	-13.2999	-2.67294	0.010705	-1.27501	7.64076	-13.2654	7.65	-13.25	-2.72554	-0.908516	0.19084
7.52194	-13.2651	-2.70234	-0.109483	-1.35138	7.51359	-13.2891	7.5	-13.2	-2.72544	0.908483	3.95556
7.37321	-13.226	-2.69715	-0.194998	-1.36305	7.35762	-13.1417	7.35	-13.15	-2.72544	0.908483	0.393126
7.24186	-13.216	-2.66923	-0.233765	-1.30743	7.19553	-13.2012	7.2	-13.15	-2.73035	0	2.64205
7.09404	-13.1741	-2.67484	-0.308096	-1.30828	7.05296	-13.1563	7.05	-13.15	-2.73035	0	0.103764
6.9602	-13.1424	-2.65888	-0.35759	-1.27457	6.87644	-13.2105	6.85	-13.15	-3.63616	0	1.01419
6.80084	-13.1	-2.68402	-0.417933	-1.25882	6.672	-13.1364	6.65	-13.15	-3.63617	0	0.958748
6.68265	-13.1006	-2.60874	-0.404461	-1.13338	6.53838	-13.1322	6.55	-13.15	-1.81656	0	16.6204
6.53514	-13.0661	-2.6252	-0.447067	-1.11046	6.46904	-13.1587	6.45	-13.15	-1.81657	0	0.733487
6.40504	-13.0138	-2.61374	-0.490376	-1.08321	6.22921	-13.0167	6.3	-13.1	-2.73109	0.910352	0.897224
6.2561	-12.9658	-2.63454	-0.529736	-1.05948	6.15723	-13.0319	6.15	-13.05	-2.73109	0.91036	0.80488
6.12649	-12.8564	-2.6773	-0.625816	-1.11563	5.95573	-12.8757	6	-12.95	-2.72331	1.81553	4.18874
5.97874	-12.7897	-2.70133	-0.664208	-1.0888	5.85711	-12.8423	5.85	-12.85	-2.72331	1.81554	1.00309
5.86295	-12.7256	-2.66974	-0.692129	-1.04398	5.73901	-12.8863	5.7	-12.8	-2.72842	0.909475	2.80495
5.70779	-12.6658	-2.69802	-0.711823	-1.00223	5.5559	-12.7556	5.55	-12.75	-2.72839	0.909466	1.83555
5.59173	-12.5631	-2.71563	-0.771271	-1.01163	5.41889	-12.699	5.4	-12.65	-2.731	1.82067	0.774081
5.43113	-12.4907	-2.75	-0.784777	-0.964771	5.23681	-12.5467	5.25	-12.55	-2.731	1.82066	2.39335
5.32097	-12.3925	-2.74448	-0.82641	-0.950437	5.16911	-12.5003	5.15	-12.45	-1.81821	1.8182	0.368454
5.17948	-12.3058	-2.76544	-0.845477	-0.91449	5.04959	-12.3548	5.05	-12.35	-1.8182	1.8182	1.15919
5.08552	-12.2123	-2.7579	-0.880569	-0.901742	4.99996	-12.3538	4.95	-12.25	-1.99957	1.99957	0.350615
4.96885	-12.1205	-2.77294	-0.902336	-0.876428	4.86969	-12.1416	4.85	-12.15	-1.99954	1.99955	0.61073
4.88455	-12.034	-2.73276	-0.923312	-0.842995	4.83937	-12.0439	4.8	-12.05	-0.999954	1.99993	3.56307
4.79678	-11.9278	-2.73586	-0.959406	-0.836518	4.77326	-11.9345	4.75	-11.95	-0.999959	1.99992	0.0360646
4.71346	-11.7844	-2.79337	-1.02291	-0.8683	4.5839	-11.6711	4.65	-11.8	-2.0002	3.00031	6.0451
4.62191	-11.666	-2.80651	-1.0537	-0.853843	4.54148	-11.6336	4.55	-11.65	-2.0002	3.0003	0.408604
4.56405	-11.5654	-2.75083	-1.08334	-0.833687	4.53697	-11.5591	4.55	-11.55	0	1.99749	6.49844
4.51345	-11.4413	-2.74513	-1.13217	-0.841647	4.55238	-11.4548	4.55	-11.45	0	1.99746	0.0938909
4.43311	-11.2754	-2.82331	-1.18416	-0.8508	4.47604	-11.2089	4.5	-11.25	-0.90916	3.63662	12.1009
4.40332	-11.1129	-2.82383	-1.2535	-0.873891	4.45629	-11.0538	4.45	-11.05	-0.909152	3.63659	0.386229
4.40641	-10.9784	-2.73856	-1.32944	-0.908294	4.39651	-10.8822	4.45	-10.95	0	1.81807	15.8275
4.39427	-10.8316	-2.72994	-1.39254	-0.92294	4.45899	-10.8664	4.45	-10.85	0	1.81808	0.297383
4.38541	-10.6874	-2.71569	-1.45302	-0.935569	4.493	-10.7885	4.45	-10.7	0	2.72865	0.479867
4.38923	-10.5375	-2.71147	-1.51685	-0.948876	4.44058	-10.5544	4.45	-10.55	0	2.72864	0.16841
4.39714	-10.3888	-2.70384	-1.57968	-0.962365	4.44399	-10.3941	4.45	-10.4	0	2.72392	0.184397
4.41229	-10.2396	-2.70262	-1.6398	-0.969814	4.44086	-10.2469	4.45	-10.25	0	2.72391	0.050836
4.44167	-10.0949	-2.69431	-1.70643	-0.987023	4.53204	-10.1814	4.5	-10.1	0.909624	2.72885	0.326833
4.48682	-9.94598	-2.6956	-1.77621	-1.00255	4.54793	-9.94716	4.55	-9.95	0.909615	2.72884	0.2233
4.53136	-9.79914	-2.69665	-1.84138	-1.01464	4.57622	-9.70975	4.6	-9.8	0.909111	2.72733	0.164277
4.59213	-9.65362	-2.70146	-1.90956	-1.02623	4.64364	-9.63888	4.65	-9.65	0.909107	2.72732	0.169679
4.65432	-9.51639	-2.70119	-1.97309	-1.0341	4.76627	-9.54952	4.75	-9.5	1.81921	2.7288	0.156427
4.74177	-9.3788	-2.70855	-2.0474	-1.04997	4.82761	-9.37054	4.85	-9.35	1.81921	2.7288	0.429061
4.77634	-9.23857	-2.71235	-2.05861	-0.982887	4.89701	-9.18082	4.9	-9.2	0.908739	2.72622	2.32079
