px	py	v	yaw_angle	yaw_rate	px_measured	py_measured	px_true	py_true	vx_true	vy_true	NIS
11.0653	-3.27124	-2.72696	-2.14622	0.302048	11.0447	-3.1561	11.05	-3.15	1.9995	2.99925	0.754778
11.11	-3.11609	-2.72517	-2.07417	0.387431	11.1178	-2.98807	11.1	-3	0.907725	2.72317	3.97452
11.1734	-2.96101	-2.7393	-2.04044	0.39801	11.1427	-2.86566	11.15	-2.85	0.907708	2.72314	0.553694
11.2234	-2.81217	-2.74133	-1.99572	0.431049	11.1491	-2.68183	11.2	-2.7	0.908929	2.72678	0.697884
11.2772	-2.65117	-2.75715	-1.96061	0.440485	11.2525	-2.55311	11.25	-2.55	0.908929	2.72678	0.562231
11.2209	-2.44634	-2.75828	-1.77941	0.68474	11.1188	-2.36202	11.2	-2.4	-0.909276	2.72782	29.8667
11.2347	-2.28877	-2.75895	-1.7316	0.693994	11.1594	-2.25598	11.15	-2.25	-0.909276	2.72782	0.361984
11.3391	-2.18213	-2.73775	-1.81651	0.497762	11.2029	-2.09837	11.25	-2.1	1.81915	2.72871	20.0579
11.3693	-2.02194	-2.74874	-1.78332	0.501942	11.3525	-1.95787	11.35	-1.95	1.81913	2.72869	0.237904
11.3758	-1.86434	-2.75131	-1.72726	0.545012	11.3011	-1.79507	11.35	-1.8	0	2.73035	0.985781
11.3862	-1.70655	-2.75529	-1.68957	0.551653	11.3326	-1.67041	11.35	-1.65	0	2.73033	0.22502
11.3261	-1.5465	-2.76365	-1.57294	0.687595	11.0622	-1.44342	11.3	-1.5	-0.999165	2.99748	9.88662
11.3132	-1.39952	-2.76915	-1.53112	0.693671	11.2595	-1.35818	11.25	-1.35	-0.999155	2.99745	0.24629
11.2642	-1.23861	-2.77799	-1.44404	0.769727	11.1658	-1.23674	11.2	-1.25	-0.909822	1.81964	3.08906
11.2275	-1.09902	-2.76394	-1.39468	0.777823	11.1524	-1.15803	11.15	-1.15	-0.909822	1.81964	0.482269
11.105	-0.948146	-2.79368	-1.2404	0.956702	10.8534	-0.929069	11.05	-0.95	-1.99817	3.99632	18.0371
11.0409	-0.803185	-2.80617	-1.18306	0.96345	10.9584	-0.728742	10.95	-0.75	-1.99816	3.99632	0.65252
10.9914	-0.664171	-2.79528	-1.15024	0.92915	10.8608	-0.663121	10.9	-0.649999	-0.908549	1.8171	1.06547
10.9151	-0.530459	-2.79051	-1.09286	0.935678	10.8648	-0.553034	10.85	-0.549999	-0.908532	1.81708	0.162308
10.8157	-0.398482	-2.80437	-1.00813	0.988688	10.8451	-0.437482	10.75	-0.45	-1.8174	1.81738	1.84963
10.7166	-0.284106	-2.79255	-0.943719	1.00008	10.6542	-0.347474	10.65	-0.35	-1.8174	1.81738	0.427099
10.5501	-0.174261	-2.84039	-0.797326	1.14243	10.5062	-0.245062	10.5	-0.25	-2.72796	1.81864	14.2986
10.4209	-0.0825286	-2.82909	-0.720785	1.1575	10.3438	-0.150982	10.35	-0.15	-2.72796	1.81864	0.580152
10.3275	0.0158111	-2.80283	-0.684595	1.1174	10.4884	-0.0812124	10.25	-0.0999996	-1.81964	0.909826	1.90809
10.1929	0.079609	-2.781	-0.605899	1.13854	10.1537	-0.0482457	10.15	-0.0499992	-1.81963	0.909818	0.985869
10.0462	0.150694	-2.79136	-0.521141	1.16981	9.92588	0.00395802	10	9.49949e-07	-2.73049	0.910169	1.09287
9.89675	0.184716	-2.76769	-0.432782	1.19847	9.85676	0.0351738	9.85	0.0500011	-2.73047	0.910161	1.34236
9.74433	0.231163	-2.77259	-0.351033	1.21911	9.63973	0.0585714	9.7	0.0500011	-2.72439	0	0.74374
9.58357	0.22658	-2.74564	-0.248706	1.2603	9.54669	0.0374948	9.55	0.0500011	-2.72438	0	2.11421
9.42777	0.248063	-2.74945	-0.1683	1.27355	9.32242	0.112393	9.4	0.100001	-2.72773	0.90923	0.464141
9.26986	0.241228	-2.74035	-0.0783167	1.29606	9.24446	0.153574	9.25	0.15	-2.7277	0.909222	0.484522
9.11781	0.242998	-2.73807	-0.0035202	1.29955	9.0614	0.20077	9.1	0.2	-2.72652	0.908843	0.0719639
8.9657	0.242909	-2.74172	0.0652333	1.29583	8.94752	0.260272	8.95	0.25	-2.72653	0.908843	0.0333674
8.83847	0.202601	-2.67215	0.149681	1.31316	8.90199	0.247143	8.85	0.25	-1.81847	0	7.78198
8.7043	0.198705	-2.66865	0.202798	1.29371	8.76016	0.263752	8.75	0.25	-1.81846	0	0.418001
8.53589	0.21925	-2.74665	0.227476	1.23255	8.46355	0.258809	8.55	0.25	-3.6326	0	11.0787
8.38648	0.198226	-2.7514	0.281744	1.21695	8.35367	0.252596	8.35	0.25	-3.6326	0	0.228208
8.23537	0.164272	-2.7614	0.338139	1.20354	8.05161	0.241868	8.2	0.25	-2.72841	0	0.562461
8.08939	0.144488	-2.76284	0.376961	1.17385	8.05411	0.247878	8.05	0.25	-2.72842	0	0.699844
7.94314	0.101242	-2.76903	0.42701	1.1566	7.78653	0.205765	7.9	0.2	-2.72708	-0.909025	0.552292
7.7982	0.061847	-2.77082	0.468542	1.13256	7.74339	0.144028	7.75	0.15	-2.72705	-0.909016	0.557225
7.65648	0.0220704	-2.77944	0.497797	1.09079	7.77346	0.0969346	7.6	0.100001	-2.73169	-0.910554	1.41874
7.51454	-0.0297451	-2.78024	0.537692	1.06934	7.45362	0.0452052	7.45	0.0500011	-2.73169	-0.910554	0.526031
7.35869	-0.0372132	-2.80921	0.516816	0.96969	7.15329	0.0425189	7.3	0.0500011	-2.99789	0	6.76851
7.22707	-0.0774336	-2.80505	0.540348	0.943951	7.16618	0.0287673	7.15	0.0500011	-2.9979	0	0.848538
7.1199	-0.1773	-2.77962	0.622538	0.991609	7.17215	-0.0469302	7.05	-0.0499995	-1.81811	-1.81813	3.09428
6.99034	-0.24231	-2.77206	0.656467	0.97092	6.95426	-0.147757	6.95	-0.15	-1.8181	-1.81811	0.583248
6.87906	-0.341091	-2.76373	0.719887	0.988938	6.83008	-0.250179	6.85	-0.25	-1.81646	-1.81646	0.622864
6.76521	-0.423977	-2.75326	0.760624	0.976073	6.76395	-0.345347	6.75	-0.35	-1.81645	-1.81645	0.34606
6.67058	-0.535522	-2.74386	0.827918	0.998815	6.74798	-0.457727	6.65	-0.45	-1.81901	-1.819	0.598309
6.56654	-0.632874	-2.73667	0.871342	0.988049	6.54569	-0.565853	6.55	-0.549999	-1.81899	-1.81898	0.272555
6.51895	-0.804099	-2.73494	1.00625	1.10687	6.565	-0.754748	6.5	-0.749999	-0.909789	-3.63914	6.82719
6.44376	-0.934695	-2.73526	1.06829	1.10804	6.4494	-0.940848	6.45	-0.949999	-0.909781	-3.63911	0.00377088
6.39305	-1.07214	-2.74098	1.1443	1.1366	6.44213	-1.11266	6.4	-1.1	-1.0002	-3.00061	0.372942
6.34158	-1.20795	-2.74823	1.20609	1.14017	6.34405	-1.26138	6.35	-1.25	-1.0002	-3.00061	0.150346
6.29502	-1.33364	-2.74457	1.25619	1.12841	6.39474	-1.36501	6.3	-1.35	-1.00035	-2.00072	0.22
6.25558	-1.46007	-2.74052	1.31044	1.12716	6.25356	-1.42931	6.25	-1.45	-1.00036	-2.00072	0.0490924
6.25923	-1.62465	-2.76256	1.42549	1.21656	6.24787	-1.61119	6.25	-1.6	0	-2.99288	4.31429
6.24215	-1.76084	-2.76205	1.48549	1.21577	6.23547	-1.75335	6.25	-1.75	0	-2.99285	0.00523169
6.27775	-1.9386	-2.78834	1.61388	1.30936	6.41111	-1.93027	6.3	-1.9	0.909739	-2.72921	5.09085
6.2993	-2.08652	-2.78035	1.69063	1.31565	6.34873	-2.05372	6.35	-2.05	0.909735	-2.72921	0.183885
6.3097	-2.2214	-2.75082	1.73342	1.26672	6.53066	-2.26346	6.35	-2.2	0	-2.72782	2.824
6.3446	-2.36556	-2.74559	1.80616	1.27093	6.36917	-2.33894	6.35	-2.35	0	-2.72779	0.0687234
6.35632	-2.5018	-2.72216	1.84036	1.2165	6.27034	-2.51837	6.35	-2.55	0	-3.63689	2.33954
6.38919	-2.65633	-2.73572	1.89911	1.20526	6.34287	-2.73391	6.35	-2.75	0	-3.63689	0.427966
6.44672	-2.80719	-2.75279	1.97243	1.21584	6.45883	-2.92313	6.4	-2.9	0.908854	-2.72658	0.519774
6.49431	-2.96121	-2.76987	2.02638	1.199	6.43866	-3.06257	6.45	-3.05	0.908859	-2.72658	0.710345
6.54853	-3.10009	-2.76288	2.07371	1.17156	6.49154	-3.20004	6.5	-3.2	0.908863	-2.72658	0.813159
6.6051	-3.24892	-2.77822	2.12054	1.15035	6.53579	-3.34211	6.55	-3.35	0.908855	-2.72655	0.739382
6.67101	-3.38126	-2.76315	2.16217	1.11716	6.70146	-3.53446	6.6	-3.5	0.908714	-2.72613	1.63187
6.73198	-3.52933	-2.77987	2.19877	1.08819	6.64657	-3.63945	6.65	-3.65	0.908702	-2.72611	1.08839
6.80299	-3.66076	-2.77105	2.2355	1.05685	6.70956	-3.81739	6.7	-3.8	0.909565	-2.72871	1.34634
6.86139	-3.81504	-2.79135	2.25614	1.01414	6.74885	-3.96368	6.75	-3.95	0.909561	-2.72869	1.98593
6.92671	-3.9408	-2.76375	2.27809	0.96884	6.73758	-4.06653	6.8	-4.1	0.908566	-2.72568	3.23789
6.98359	-4.09785	-2.78237	2.2866	0.918842	6.85796	-4.25464	6.85	-4.25	0.908561	-2.72569	2.35294
7.09034	-4.23288	-2.81999	2.33566	0.921365	7.10395	-4.49091	6.95	-4.4	1.81821	-2.72732	2.38737
7.15666	-4.39097	-2.83806	2.33938	0.869306	7.04679	-4.55716	7.05	-4.55	1.81822	-2.72732	2.34034
7.23718	-4.51305	-2.81678	2.3596	0.835499	7.02393	-4.64459	7.1	-4.7	0.91085	-2.73253	2.17428
7.29111	-4.67965	-2.83069	2.34495	0.769862	7.13435	-4.85502	7.15	-4.85	0.910837	-2.73251	3.33391
7.35874	-4.78921	-2.79344	2.35278	0.72969	7.24619	-4.97656	7.2	-4.95	1.00033	-2.00068	4.25934
7.4084	-4.93192	-2.79717	2.34003	0.67732	7.25317	-5.04605	7.25	-5.05	1.00033	-2.00066	2.22837
7.50991	-5.05028	-2.84225	2.37411	0.685691	7.22054	-5.09604	7.35	-5.2	1.9976	-2.9964	5.79179
7.56606	-5.19976	-2.85033	2.35692	0.630404	7.43604	-5.34825	7.45	-5.35	1.9976	-2.9964	2.35451
7.633	-5.30997	-2.78301	2.35703	0.584853	7.40989	-5.38617	7.5	-5.45	0.908252	-1.8165	9.74007
7.69579	-5.46135	-2.78417	2.34183	0.534658	7.55662	-5.56714	7.55	-5.55	0.908244	-1.81648	1.86167
7.78921	-5.58008	-2.79194	2.3608	0.526523	7.39379	-5.52612	7.65	-5.7	1.81785	-2.72677	2.46338
7.86114	-5.72989	-2.79667	2.34757	0.481814	7.76459	-5.8425	7.75	-5.85	1.81785	-2.72677	1.36091
7.92827	-5.84058	-2.73017	2.34178	0.439161	7.84699	-6.00602	7.8	-5.95	0.909078	-1.81815	10.3004
7.99154	-5.98168	-2.72588	2.32623	0.39779	7.85921	-6.04502	7.85	-6.05	0.909073	-1.81815	1.304
8.09264	-6.09986	-2.74348	2.34426	0.396574	7.89511	-6.1416	7.95	-6.2	1.8197	-2.72955	1.33973
8.15792	-6.25117	-2.74688	2.32182	0.350388	8.05619	-6.36041	8.05	-6.35	1.81969	-2.72953	1.39315
8.26726	-6.37433	-2.77399	2.33984	0.35199	8.2234	-6.53735	8.15	-6.5	1.8187	-2.72807	1.49243
8.33623	-6.52871	-2.78038	2.31586	0.306847	8.25446	-6.64851	8.25	-6.65	1.81869	-2.72804	1.31815
8.4045	-6.64181	-2.72467	2.30561	0.271439	8.32206	-6.77114	8.3	-6.75	0.908979	-1.81795	7.11219
8.4594	-6.78689	-2.71852	2.27871	0.228258	8.31728	-6.8399	8.35	-6.85	0.908979	-1.81795	1.39597
8.53563	-6.90444	-2.70106	2.27572	0.210408	8.2713	-6.91098	8.4	-7	0.909094	-2.72732	1.09451
8.581	-7.06253	-2.7002	2.23704	0.158675	8.44183	-7.15372	8.45	-7.15	0.909102	-2.72732	1.73304
8.68333	-7.18725	-2.73185	2.2527	0.171674	8.54154	-7.25975	8.55	-7.3	1.81751	-2.72628	2.56188
8.73893	-7.34931	-2.74022	2.218	0.126432	8.65899	-7.4699	8.65	-7.45	1.81752	-2.72628	1.31766
8.80014	-7.47612	-2.69999	2.19652	0.0883556	8.83598	-7.68162	8.7	-7.55	0.908615	-1.81723	5.26055
8.8575	-7.61572	-2.69667	2.1755	0.0618629	8.76769	-7.64094	8.75	-7.65	0.908607	-1.81721	0.527173
8.95552	-7.74019	-2.7276	2.19259	0.083587	8.77916	-7.72457	8.85	-7.8	1.8215	-2.73224	3.09964
9.01615	-7.88774	-2.73206	2.16983	0.0558219	8.95669	-7.95155	8.95	-7.95	1.82148	-2.73221	0.483203
9.10094	-8.01067	-2.75328	2.1754	0.0622097	9.1081	-8.22433	9	-8.1	0.999025	-2.99707	0.99883
9.14224	-8.1583	-2.75923	2.14148	0.0246461	9.05476	-8.24211	9.05	-8.25	0.999015	-2.99704	0.925197
9.1791	-8.28927	-2.7025	2.10127	-0.0326122	9.13825	-8.4037	9.1	-8.35	0.908285	-1.81657	9.01468
9.22576	-8.43348	-2.70032	2.07582	-0.056694	9.14025	-8.44981	9.15	-8.45	0.908268	-1.81655	0.455761
9.29561	-8.565	-2.70306	2.07191	-0.0565201	9.22081	-8.59155	9.2	-8.6	0.91012	-2.73036	0.0786948
9.33444	-8.71786	-2.70559	2.04001	-0.0855054	9.25031	-8.76071	9.25	-8.75	0.910112	-2.73033	0.559549
9.39831	-8.85348	-2.70857	2.03319	-0.0866597	9.30208	-8.90831	9.3	-8.9	0.909524	-2.72856	0.112792
9.43137	-9.0081	-2.71124	1.99983	-0.11528	9.34431	-9.04587	9.35	-9.05	0.909524	-2.72856	0.563319
9.49846	-9.13382	-2.72905	2.00631	-0.0960727	9.39993	-9.18842	9.4	-9.2	0.999066	-2.99725	1.04049
9.5211	-9.28786	-2.73989	1.96869	-0.128464	9.4452	-9.37195	9.45	-9.35	0.999075	-2.99724	0.800273
9.57759	-9.42845	-2.74319	1.96153	-0.127099	9.48751	-9.46421	9.5	-9.5	0.909706	-2.7291	0.105567
9.6083	-9.58922	-2.75152	1.93058	-0.150664	9.55098	-9.64789	9.55	-9.65	0.909706	-2.7291	0.421472
9.66366	-9.71936	-2.76289	1.93227	-0.136014	9.57122	-9.75525	9.6	-9.8	1.00048	-3.00143	0.532877
9.68425	-9.87178	-2.77351	1.90017	-0.160725	9.62408	-9.94149	9.65	-9.95	1.00046	-3.00141	0.523421
9.71171	-10.0024	-2.76044	1.87647	-0.182117	9.61433	-9.96417	9.7	-10.05	0.998785	-1.99755	0.599727
9.74973	-10.1373	-2.76251	1.86455	-0.184805	9.7457	-10.1502	9.75	-10.15	0.998775	-1.99754	0.0105079
9.75445	-10.2839	-2.73129	1.8125	-0.244937	9.77731	-10.3295	9.75	-10.3	0	-2.72851	4.589
9.78205	-10.4347	-2.734	1.7929	-0.250879	9.76557	-10.4501	9.75	-10.45	0	-2.72849	0.0314105
9.83439	-10.5848	-2.75051	1.79904	-0.222565	9.89592	-10.7137	9.8	-10.6	0.909012	-2.72704	0.978959
9.8619	-10.7368	-2.7536	1.7819	-0.227213	9.85066	-10.7537	9.85	-10.75	0.909012	-2.72703	0.0248022
9.86763	-10.872	-2.73947	1.74634	-0.261589	9.84397	-10.9287	9.85	-10.9	0	-3.00318	1.22158
9.87951	-11.016	-2.74603	1.72392	-0.270393	9.85693	-11.0512	9.85	-11.05	0	-3.00316	0.103498
9.89469	-11.1489	-2.74364	1.70882	-0.271035	9.74773	-11.0482	9.85	-11.2	0	-3.00013	0.364126
9.8918	-11.3001	-2.75483	1.67853	-0.286755	9.84407	-11.3565	9.85	-11.35	0	-3.00012	0.325851
9.91259	-11.4385	-2.76204	1.67423	-0.270517	9.79495	-11.4686	9.85	-11.5	0	-2.99592	0.429819
9.90128	-11.5916	-2.77396	1.64174	-0.288282	9.83943	-11.6467	9.85	-11.65	0	-2.99592	0.411158
9.82434	-11.7358	-2.72636	1.52933	-0.428047	9.76634	-11.6976	9.8	-11.75	-0.908731	-1.81746	16.3144
9.80137	-11.8836	-2.72375	1.49596	-0.437862	9.74774	-11.8511	9.75	-11.85	-0.908731	-1.81746	0.212697
9.76113	-12.0331	-2.71578	1.43939	-0.48514	9.7856	-12.1262	9.7	-12	-0.909591	-2.72875	1.58403
9.71806	-12.1795	-2.71482	1.39838	-0.499125	9.64482	-12.1455	9.65	-12.15	-0.909582	-2.72873	0.36123
9.67183	-12.3232	-2.70987	1.35149	-0.525969	9.57233	-12.2948	9.6	-12.3	-0.908879	-2.72667	0.444628
9.61702	-12.4696	-2.71301	1.30909	-0.538527	9.55167	-12.4583	9.55	-12.45	-0.908879	-2.72665	0.253457
9.49241	-12.5955	-2.6926	1.18302	-0.677494	9.37132	-12.4833	9.45	-12.55	-1.82006	-1.82006	10.4479
9.41858	-12.7216	-2.68604	1.13526	-0.68829	9.359	-12.6499	9.35	-12.65	-1.82005	-1.82005	0.45711
9.25329	-12.8154	-2.67527	0.972412	-0.875347	9.16109	-12.6848	9.2	-12.75	-3.00047	-2.00033	17.194
9.14474	-12.9142	-2.6741	0.907998	-0.894745	9.028	-12.8337	9.05	-12.85	-3.00048	-2.00033	1.08903
8.98079	-13.0023	-2.67756	0.771374	-1.02098	8.85918	-12.7953	8.95	-12.9	-1.81543	-0.907707	7.44788
8.86734	-13.0836	-2.66324	0.708046	-1.03011	8.84257	-12.9684	8.85	-12.95	-1.81542	-0.907708	0.716003
8.73768	-13.1649	-2.66367	0.631469	-1.05796	8.66865	-13.0114	8.7	-13.05	-2.73134	-1.82089	0.599232
8.60505	-13.233	-2.6576	0.562059	-1.06953	8.55319	-13.1445	8.55	-13.15	-2.73135	-1.82089	0.553368
8.39487	-13.2374	-2.68829	0.367305	-1.27768	8.27267	-12.996	8.4	-13.15	-2.99683	0	21.5185
8.26635	-13.2624	-2.67481	0.294805	-1.28853	8.25965	-13.1488	8.25	-13.15	-2.9968	0	0.672955
8.13638	-13.3041	-2.65899	0.246482	-1.25132	8.04571	-13.0646	8.1	-13.2	-2.72707	-0.909028	1.77945
7.98764	-13.3219	-2.65483	0.168875	-1.26035	7.95841	-13.2508	7.95	-13.25	-2.72705	-0.90902	0.311382
7.8367	-13.3356	-2.66336	0.085679	-1.28264	7.86599	-13.4154	7.8	-13.25	-2.7295	0	0.440697
7.68056	-13.3277	-2.66343	0.00349659	-1.2933	7.62489	-13.249	7.65	-13.25	-2.7295	0	0.491723
7.54938	-13.3264	-2.65972	-0.0556812	-1.28409	7.50783	-13.2944	7.5	-13.25	-2.99994	0	0.101258
7.40643	-13.304	-2.66449	-0.12874	-1.29088	7.3419	-13.2474	7.35	-13.25	-2.99994	0	0.385476
7.24977	-13.2566	-2.68511	-0.231996	-1.33848	7.19781	-13.1973	7.2	-13.2	-2.72698	0.908995	1.74256
7.09995	-13.2084	-2.68974	-0.312412	-1.34355	7.04935	-13.1606	7.05	-13.15	-2.72695	0.908987	0.251888
6.96234	-13.1633	-2.67777	-0.374359	-1.32211	6.79473	-13.0433	6.85	-13.15	-3.63709	0	1.03875
6.80007	-13.1193	-2.70612	-0.436725	-1.30485	6.65123	-13.1604	6.65	-13.15	-3.63709	0	1.2687
6.67589	-13.0609	-2.71318	-0.501842	-1.30622	6.54114	-13.2079	6.5	-13.1	-3.0006	1.00018	0.282952
6.52639	-13.0081	-2.74503	-0.552496	-1.28404	6.35317	-13.0396	6.35	-13.05	-3.0006	1.00019	1.65446
6.41521	-12.9991	-2.64551	-0.533521	-1.14993	6.27012	-13.1139	6.25	-13.05	-1.81729	0	25.1495
6.26267	-12.9522	-2.66942	-0.569901	-1.11812	6.14459	-13.0471	6.15	-13.05	-1.81729	0	1.30674
6.13677	-12.8592	-2.69024	-0.644361	-1.13864	5.99498	-12.9442	6	-12.95	-2.72861	1.81906	0.959524
5.98993	-12.79	-2.71384	-0.683217	-1.11052	5.86379	-12.8408	5.85	-12.85	-2.72861	1.81907	1.05143
5.88379	-12.7226	-2.6951	-0.71713	-1.08079	5.73761	-12.8672	5.7	-12.8	-2.99988	0.999964	1.29689
5.73471	-12.6679	-2.72719	-0.73154	-1.03573	5.55118	-12.7486	5.55	-12.75	-2.99985	0.999954	2.32557
5.63073	-12.6141	-2.68005	-0.741003	-0.975244	5.45236	-12.7392	5.45	-12.7	-2.00001	1	6.11929
5.49199	-12.5555	-2.70169	-0.753187	-0.935474	5.35556	-12.6423	5.35	-12.65	-1.99998	0.999994	1.55006
5.39097	-12.4637	-2.70609	-0.797243	-0.933302	5.26451	-12.5511	5.25	-12.55	-1.99732	1.99733	0.166491
5.26165	-12.3885	-2.72498	-0.814771	-0.90156	5.13769	-12.4355	5.15	-12.45	-1.9973	1.9973	1.03521
5.1577	-12.2959	-2.71223	-0.849499	-0.884596	5.1317	-12.5744	5.05	-12.35	-1.8206	1.82059	1.02222
5.03259	-12.2016	-2.72438	-0.873812	-0.858856	4.94432	-12.2438	4.95	-12.25	-1.82058	1.82058	0.5788
4.945	-12.0642	-2.78458	-0.947637	-0.906185	4.89215	-12.1623	4.85	-12.1	-1.9998	2.99969	8.25887
4.84019	-11.9593	-2.79796	-0.97494	-0.88649	4.75047	-11.9578	4.75	-11.95	-1.9998	2.9997	0.462229
4.76339	-11.8541	-2.77228	-1.00726	-0.868384	4.6421	-11.7788	4.7	-11.85	-1.00002	2.00003	2.08018
4.67895	-11.7421	-2.77691	-1.04064	-0.857709	4.63967	-11.7513	4.65	-11.75	-1.00001	2.00002	0.0978958
4.60413	-11.607	-2.81413	-1.09127	-0.87026	4.58347	-11.632	4.6	-11.6	-0.998955	2.99688	2.90387
4.54944	-11.4755	-2.8136	-1.14146	-0.877049	4.56619	-11.4576	4.55	-11.45	-0.99896	2.99689	0.0366086
4.48556	-11.333	-2.846	-1.18804	-0.880545	4.46846	-11.2092	4.5	-11.3	-1.00106	3.00319	1.95521
4.44554	-11.1896	-2.84898	-1.24237	-0.890779	4.46017	-11.1425	4.45	-11.15	-1.00106	3.00319	0.137357
4.43273	-11.0559	-2.78106	-1.3083	-0.912337	4.43672	-11.0976	4.45	-11.05	0	1.8168	9.50091
4.40454	-10.9118	-2.77415	-1.362	-0.916847	4.43803	-10.9525	4.45	-10.95	0	1.81679	0.142487
4.37846	-10.7726	-2.77949	-1.40806	-0.916247	4.40556	-10.7068	4.45	-10.8	0	3.00139	0.0869409
4.38234	-10.6337	-2.77282	-1.46988	-0.9337	4.45507	-10.6618	4.45	-10.65	0	3.00138	0.342875
4.43141	-10.5023	-2.71669	-1.56939	-1.00482	4.44716	-10.5583	4.45	-10.55	0	2.00041	9.08332
4.43537	-10.3764	-2.70792	-1.61798	-1.00439	4.45187	-10.4417	4.45	-10.45	0	2.00038	0.229412
4.45561	-10.2411	-2.70283	-1.6787	-1.0183	4.45602	-10.2142	4.5	-10.3	0.999584	2.99875	0.182998
4.49207	-10.108	-2.70002	-1.7427	-1.03209	4.55349	-10.1343	4.55	-10.15	0.999574	2.99871	0.249486
4.49579	-9.96243	-2.70977	-1.77094	-0.992719	4.56608	-10.005	4.55	-10	0	2.72717	1.23466
4.53585	-9.81985	-2.70765	-1.83	-0.997567	4.55922	-9.84124	4.55	-9.85	0	2.72714	0.0534239
4.59491	-9.6782	-2.70486	-1.90256	-1.02106	4.62339	-9.6559	4.65	-9.7	1.8193	2.72895	0.30575
4.66952	-9.53716	-2.70977	-1.97435	-1.0359	4.7439	-9.53522	4.75	-9.55	1.81929	2.72894	0.319991
4.67041	-9.40086	-2.7197	-1.96167	-0.945082	4.74852	-9.27389	4.8	-9.4	1.00006	3.00019	4.47915
4.75084	-9.27091	-2.73109	-2.02579	-0.959605	4.8446	-9.24095	4.85	-9.25	1.00005	3.00015	0.545499
4.87395	-9.16357	-2.73028	-2.14061	-1.05137	4.98605	-9.20516	4.95	-9.15	2.00004	2.00005	4.27216
4.96492	-9.04796	-2.73782	-2.20202	-1.05857	5.02283	-9.03066	5.05	-9.05	2.00004	2.00004	0.201722
4.97621	-8.91976	-2.72551	-2.16362	-0.925951	5.12819	-8.95913	5.1	-8.9	0.999704	2.99911	9.11678
5.0707	-8.79856	-2.74152	-2.21719	-0.929884	5.14109	-8.73073	5.15	-8.75	0.999689	2.99907	0.50489
5.19353	-8.69369	-2.74473	-2.30098	-0.974527	5.33883	-8.81618	5.25	-8.65	1.81848	1.81849	1.27172
5.30886	-8.58223	-2.75258	-2.36062	-0.978783	5.36408	-8.56805	5.35	-8.55	1.81846	1.81846	0.174688
5.34179	-8.45231	-2.73514	-2.31947	-0.84532	5.38848	-8.31037	5.45	-8.4	2.00068	3.00103	9.16181
5.45327	-8.34046	-2.75648	-2.36556	-0.845013	5.53874	-8.25196	5.55	-8.25	2.00066	3.00099	0.789795
5.55717	-8.24046	-2.76404	-2.40992	-0.848552	5.56632	-8.04704	5.65	-8.15	1.99952	1.99953	0.461575
5.6747	-8.13669	-2.78351	-2.45337	-0.846116	5.7459	-8.05196	5.75	-8.05	1.9995	1.9995	0.636955
5.73524	-8.01555	-2.7657	-2.42297	-0.734525	5.78426	-7.91676	5.8	-7.95	0.999944	1.99989	7.04857
5.84202	-7.91992	-2.77165	-2.45756	-0.731609	5.84978	-7.88144	5.85	-7.85	0.999939	1.99988	0.080268
5.92811	-7.81321	-2.76533	-2.45812	-0.676432	5.92249	-7.69769	5.95	-7.75	1.99772	1.99772	1.83765
6.03699	-7.71552	-2.77455	-2.48693	-0.67047	6.04031	-7.64732	6.05	-7.65	1.99771	1.9977	0.244328
6.14027	-7.60672	-2.76745	-2.49168	-0.620154	6.16773	-7.55437	6.15	-7.55	1.8199	1.8199	1.50471
6.25893	-7.50662	-2.77177	-2.51977	-0.614092	6.23866	-7.45306	6.25	-7.45	1.8199	1.81991	0.173661
6.37965	-7.42643	-2.78181	-2.56276	-0.637748	6.25322	-7.17734	6.4	-7.35	2.99605	1.99736	1.43248
6.50531	-7.33555	-2.79947	-2.58979	-0.631003	6.55461	-7.24907	6.55	-7.25	2.99605	1.99736	0.522059
6.64028	-7.25745	-2.80233	-2.62682	-0.634664	6.67172	-7.23041	6.65	-7.2	1.8206	0.910303	0.0308315
6.77117	-7.17928	-2.80191	-2.65801	-0.631344	6.74664	-7.15616	6.75	-7.15	1.8206	0.910298	0.0600279
6.85255	-7.0735	-2.77284	-2.61795	-0.518292	6.79888	-6.99594	6.85	-7.05	1.99848	1.99848	7.96999
6.97058	-6.99794	-2.77515	-2.63914	-0.513659	6.95342	-6.96092	6.95	-6.95	1.99846	1.99846	0.0890393
7.10509	-6.9243	-2.77499	-2.66344	-0.506172	7.17955	-6.9446	7.1	-6.85	2.72688	1.81792	0.111546
7.24251	-6.83246	-2.7894	-2.67939	-0.493522	7.24929	-6.7261	7.25	-6.75	2.72688	1.81792	0.616572
7.34187	-6.71997	-2.76071	-2.63158	-0.372197	7.42782	-6.72337	7.35	-6.65	1.81821	1.81821	9.53532
7.47336	-6.62871	-2.76951	-2.64182	-0.361742	7.46332	-6.54842	7.45	-6.55	1.81821	1.81821	0.357997
7.59502	-6.54236	-2.76157	-2.63994	-0.327838	7.54452	-6.5069	7.55	-6.5	1.81726	0.908632	0.704434
7.71812	-6.46953	-2.75286	-2.6548	-0.325573	7.65373	-6.46481	7.65	-6.45	1.81726	0.908632	0.215736
7.86589	-6.41862	-2.76154	-2.69998	-0.368761	7.8635	-6.45394	7.8	-6.4	2.72951	0.909839	1.12468
