px	py	v	yaw_angle	yaw_rate	px_measured	py_measured	px_true	py_true	vx_true	vy_true	NIS
90.5995	21.6828	1.34245	-0.463311	0.101338	90.8419	22.0974	90.858	22.0141	1.07929	-0.481241	1.70047
91.7061	21.1174	1.42136	-0.355986	0.106651	91.7178	21.1152	91.9302	21.5174	1.01698	-0.488964	0.0488715
91.7567	21.1269	1.38128	-0.43658	-0.0704286	92.0492	21.5289	91.9302	21.5174	1.01698	-0.488964	2.06312
92.8532	20.9397	1.31275	-0.0807486	0.187595	92.8599	20.9537	92.9411	21.016	0.964993	-0.493443	0.285641
92.9121	20.9632	1.20825	-0.085943	0.101835	93.3186	21.0712	92.9411	21.016	0.964993	-0.493443	2.68502
93.5167	20.2464	1.01094	-0.851612	-0.415501	93.4668	20.2155	93.9011	20.513	0.92369	-0.495919	1.73178
93.5759	20.2879	1.12653	-0.597572	-0.103517	93.7423	20.5071	93.9011	20.513	0.92369	-0.495919	1.17045
95.2017	19.669	1.83977	0.0754915	0.399292	95.3229	19.6585	94.8209	20.01	0.893308	-0.497439	5.46742
95.0199	19.6711	1.37745	-0.141428	0.150686	94.494	19.8854	94.8209	20.01	0.893308	-0.497439	7.41891
95.5508	19.6961	1.08282	0.0794636	0.195375	95.5039	19.6984	95.7116	19.5078	0.87398	-0.498816	1.13849
95.549	19.6963	0.974888	0.0544864	0.162711	95.6097	19.5804	95.7116	19.5078	0.87398	-0.498816	0.1725
96.2712	19.194	0.939924	-0.706336	-0.37076	96.2641	19.1597	96.5842	19.0065	0.865773	-0.500589	0.932678
96.314	19.219	1.03052	-0.560931	-0.211392	96.559	18.8688	96.5842	19.0065	0.865773	-0.500589	0.604026
97.4532	18.7329	1.4168	-0.164857	0.166518	97.5286	18.727	97.45	18.506	0.868716	-0.503009	2.01765
97.4173	18.731	1.28529	-0.284027	-0.00243282	97.5333	18.1735	97.45	18.506	0.868716	-0.503009	0.57687
98.2233	18.3733	1.21706	-0.342779	-0.036082	98.2105	18.3739	98.3198	18.0049	0.882805	-0.506023	0.0602949
98.2354	18.37	1.14521	-0.423866	-0.166092	98.4162	18.1556	98.3198	18.0049	0.882805	-0.506023	0.427251
99.0203	17.3809	1.37883	-1.08882	-0.45025	99.0363	17.357	99.2049	17.503	0.908006	-0.509278	0.585102
99.0399	17.4176	1.3806	-0.736406	0.0195494	98.9782	17.2949	99.2049	17.503	0.908006	-0.509278	0.887261
99.9969	16.959	1.15637	-0.380207	0.218526	99.9969	16.9882	100.117	17.0001	0.944242	-0.512134	0.565124
100.06	16.9751	1.14504	-0.375399	0.158224	100.441	16.9521	100.117	17.0001	0.944242	-0.512134	1.87235
101.167	16.5415	1.36474	-0.206468	0.163297	101.204	16.5368	101.065	16.497	0.991362	-0.513687	0.471428
101.146	16.533	1.2504	-0.309753	0.0253649	101.169	16.4353	101.065	16.497	0.991362	-0.513687	0.306118
102.35	16.3938	1.41694	0.100468	0.251942	102.387	16.3992	102.063	15.9949	1.04911	-0.512803	0.604323
102.271	16.3852	1.22589	0.0450974	0.204049	102.081	15.8359	102.063	15.9949	1.04911	-0.512803	1.50893
103.027	15.3979	1.09757	-1.17668	-0.62351	103.003	15.353	103.119	15.4967	1.11708	-0.508169	2.44447
102.971	15.4605	1.18412	-0.631542	0.0433296	102.776	15.1195	103.119	15.4967	1.11708	-0.508169	2.63926
104.083	15.2404	1.18464	0.0240634	0.420913	104.114	15.2708	104.244	15.0064	1.19469	-0.498349	1.01178
104.049	15.2275	1.21089	-0.0084629	0.40891	103.905	14.7607	104.244	15.0064	1.19469	-0.498349	0.643907
105.501	14.4723	1.50201	-0.886074	-0.370456	105.541	14.4412	105.447	14.5293	1.28111	-0.481861	2.31092
105.457	14.4994	1.56759	-0.629348	-0.0538788	105.316	14.0026	105.447	14.5293	1.28111	-0.481861	0.990381
106.808	14.0313	1.53435	-0.195185	0.255533	106.831	14.0482	106.737	14.0724	1.37529	-0.457255	0.642668
106.755	14.02	1.52844	-0.216857	0.265923	106.439	14.2401	106.737	14.0724	1.37529	-0.457255	1.08896
108.072	13.6646	1.62206	-0.115719	0.162929	108.084	13.6604	108.122	13.644	1.47592	-0.423202	0.102983
108.084	13.6668	1.64472	-0.103066	0.177044	108.131	13.6844	108.122	13.644	1.47592	-0.423202	0.0382225
109.521	13.5707	1.72821	0.0655746	0.171147	109.534	13.5714	109.606	13.2536	1.58144	-0.378583	0.0979966
109.483	13.5654	1.64309	0.0472046	0.154086	109.388	13.1556	109.606	13.2536	1.58144	-0.378583	0.371682
111.049	12.6065	1.7446	-0.955159	-0.541609	111.063	12.5814	111.196	12.9118	1.69008	-0.322574	1.4539
111.127	12.6706	1.92658	-0.527603	0.0396895	111.426	12.9557	111.196	12.9118	1.69008	-0.322574	2.90231
112.891	12.4635	1.81628	0.0899534	0.413676	112.913	12.4877	112.893	12.6299	1.7999	-0.254723	1.05599
112.886	12.4598	1.83624	0.0843006	0.409977	112.797	12.8241	112.893	12.6299	1.7999	-0.254723	0.0567832
114.774	12.5521	2.00566	0.0919667	0.15207	114.801	12.5506	114.699	12.4195	1.90891	-0.175007	0.649807
114.795	12.5534	1.98193	0.0812417	0.143741	114.916	12.3187	114.699	12.4195	1.90891	-0.175007	0.13827
116.671	12.1138	2.07038	-0.401492	-0.238757	116.687	12.1035	116.611	12.2921	2.01507	-0.0838683	0.586969
116.71	12.138	2.24904	-0.241289	-0.00663443	116.871	12.0659	116.611	12.2921	2.01507	-0.0838683	0.785671
118.909	11.9971	2.45238	0.11986	0.230673	118.953	12.0009	118.628	12.2586	2.11648	0.0177712	0.933498
118.898	12.0013	2.35942	0.127421	0.240158	118.85	12.4063	118.628	12.2586	2.11648	0.0177712	0.133767
120.697	12.2942	2.34691	0.260816	0.173005	120.695	12.2918	120.743	12.3289	2.21139	0.128528	0.0171575
120.74	12.2986	2.34676	0.257458	0.173885	120.934	12.1905	120.743	12.3289	2.21139	0.128528	0.460198
123.513	12.8214	2.67383	7.69585e-06	-0.102336	123.568	12.8297	122.95	12.5114	2.29835	0.246599	2.65931
123.44	12.811	2.56544	0.000602871	-0.116719	123.142	12.7694	122.95	12.5114	2.29835	0.246599	1.32855
124.916	12.7735	2.40638	-0.0947975	-0.106231	124.894	12.7743	125.242	12.8125	2.37624	0.369827	0.560834
125.014	12.7891	2.61332	-0.0253467	-0.00749618	125.376	12.9964	125.242	12.8125	2.37624	0.369827	2.37424
127.814	13.3179	2.82283	0.447559	0.295945	127.853	13.3273	127.609	13.2365	2.44434	0.495787	1.59157
127.753	13.3091	2.82549	0.422439	0.263803	127.506	13.153	127.609	13.2365	2.44434	0.495787	0.944693
129.954	13.71	2.63381	0.192779	-0.0453168	129.947	13.6963	130.042	13.7853	2.50232	0.621879	0.475058
130.024	13.7143	2.60296	0.17535	-0.0470475	130.334	13.781	130.042	13.7853	2.50232	0.621879	1.38388
132.09	14.5017	2.63807	0.417688	0.137966	132.092	14.507	132.53	14.458	2.55028	0.74543	0.10395
132.159	14.5028	2.76352	0.352729	0.0396522	132.447	14.3423	132.53	14.458	2.55028	0.74543	1.14557
135.027	15.0414	3.00696	-0.0151773	-0.222677	135.074	15.0475	135.066	15.2513	2.58865	0.863795	1.59174
135.034	15.0355	2.88777	-0.0505009	-0.279511	135.127	14.6575	135.066	15.2513	2.58865	0.863795	0.212421
137.556	16.1991	2.82315	0.669138	0.359586	137.561	16.2147	137.639	16.1592	2.61821	0.974442	1.18414
137.581	16.1781	3.04081	0.466428	0.0150411	137.653	16.5145	137.639	16.1592	2.61821	0.974442	0.908801
140.306	17.007	3.11331	0.167958	-0.193526	140.331	17.008	140.242	17.1733	2.63994	1.07503	0.437907
140.314	17.0067	3.08091	0.1695	-0.187794	140.305	17.5379	140.242	17.1733	2.63994	1.07503	0.0801101
142.885	17.9849	3.12791	0.419637	0.0950774	142.888	17.9918	142.868	18.2829	2.65497	1.16346	0.249977
142.839	17.9788	3.12716	0.413414	0.0859642	142.626	18.1458	142.868	18.2829	2.65497	1.16346	0.505316
145.38	19.1584	3.19876	0.419074	0.0333162	145.392	19.1617	145.51	19.4754	2.66445	1.23795	0.118334
145.461	19.1689	3.21351	0.410168	0.0389561	145.789	19.3785	145.51	19.4754	2.66445	1.23795	1.70546
148.228	20.468	3.36669	0.40306	0.00826969	148.251	20.4754	148.163	20.7364	2.66951	1.29702	0.412162
148.217	20.4715	3.22749	0.480916	0.144493	148.146	20.9376	148.163	20.7364	2.66951	1.29702	0.266169
150.673	22.1075	3.32922	0.629479	0.146208	150.686	22.1142	150.825	22.0502	2.67111	1.33953	0.167224
150.666	22.102	3.38412	0.571492	0.0391513	150.649	21.8148	150.825	22.0502	2.67111	1.33953	0.115215
153.409	23.4894	3.40302	0.392711	-0.103328	153.422	23.4909	153.491	23.3999	2.66999	1.3647	0.166281
153.39	23.486	3.26853	0.47392	0.04538	153.466	22.9115	153.491	23.3999	2.66999	1.3647	0.34784
156.035	24.8048	3.3355	0.42539	-0.0159478	156.047	24.8084	156.159	24.7682	2.66666	1.37208	0.137134
156.028	24.8098	3.15624	0.522974	0.155858	156.009	25.0678	156.159	24.7682	2.66666	1.37208	0.417516
158.877	26.0221	3.28215	0.300915	-0.0901088	158.905	26.0308	158.827	26.1372	2.66127	1.36157	0.769213
158.906	26.0263	3.25316	0.302489	-0.0769541	159.014	26.1903	158.827	26.1372	2.66127	1.36157	0.253815
161.41	27.4201	3.31273	0.562315	0.140054	161.412	27.4256	161.493	27.4891	2.65371	1.33344	0.156448
161.443	27.4311	3.25028	0.613476	0.228545	161.529	27.8454	161.493	27.4891	2.65371	1.33344	0.392033
163.637	28.7826	3.05882	0.596018	0.0706487	163.625	28.7683	164.155	28.8064	2.64354	1.28825	0.300153
163.745	28.7982	3.13537	0.539836	0.00573356	164.116	29.315	164.155	28.8064	2.64354	1.28825	2.89186
166.769	30.1851	3.48918	0.282806	-0.16793	166.828	30.2062	166.809	30.0721	2.63006	1.22694	2.0258
166.733	30.1751	3.24648	0.346836	-0.0555152	166.748	29.7121	166.809	30.0721	2.63006	1.22694	0.882088
169.099	31.3694	3.25198	0.48476	0.0693583	169.097	31.3717	169.452	31.2706	2.61238	1.15075	0.0477621
169.12	31.3763	3.18674	0.522942	0.135368	169.345	30.7063	169.452	31.2706	2.61238	1.15075	0.20641
172.144	32.3329	3.30002	0.141608	-0.200535	172.175	32.3404	172.079	32.3873	2.58945	1.06126	1.01581
172.149	32.3278	3.13424	0.121039	-0.23142	172.135	32.6666	172.079	32.3873	2.58945	1.06126	0.327641
174.643	33.4528	3.12014	0.531277	0.182662	174.643	33.4625	174.685	33.4095	2.56021	0.960341	0.482378
174.627	33.4548	3.04964	0.57047	0.249973	174.474	33.9157	174.685	33.4095	2.56021	0.960341	0.112675
177.032	34.2145	2.86096	0.286059	-0.0933061	177.03	34.2009	177.261	34.3262	2.52363	0.850119	0.529333
177.047	34.214	2.76555	0.292347	-0.0699264	177.211	33.8467	177.261	34.3262	2.52363	0.850119	0.227719
180.108	35.1336	3.03128	0.234474	-0.0611152	180.145	35.1423	179.799	35.1289	2.47883	0.732949	1.70318
180.01	35.1155	2.81081	0.266794	-0.0232325	179.543	35.4767	179.799	35.1289	2.47883	0.732949	2.4904
182.586	35.7502	2.91064	0.210119	-0.0435712	182.599	35.753	182.292	35.8114	2.42515	0.611338	0.258887
182.5	35.7341	2.73349	0.220598	-0.0331436	182.047	36.2626	182.292	35.8114	2.42515	0.611338	1.87173
184.727	36.5113	2.77674	0.384396	0.0913796	184.732	36.5155	184.73	36.37	2.36226	0.487877	0.0852431
184.728	36.5184	2.58363	0.448321	0.193889	184.833	36.1451	184.73	36.37	2.36226	0.487877	0.360133
186.936	36.9459	2.55987	0.0946429	-0.152643	186.946	36.9404	187.103	36.804	2.29017	0.365145	0.381976
187.002	36.9584	2.5845	0.0742861	-0.165585	187.296	36.9375	187.103	36.804	2.29017	0.365145	1.10774
189.448	37.3986	2.68544	0.256842	0.0573599	189.465	37.4052	189.401	37.1147	2.20928	0.245623	0.447794
189.481	37.4089	2.51796	0.287021	0.0965299	189.738	36.951	189.401	37.1147	2.20928	0.245623	0.6425
191.725	37.5677	2.55963	-0.0435844	-0.173415	191.735	37.5631	191.615	37.3064	2.12037	0.131591	0.270266
191.7	37.5562	2.43667	-0.0881296	-0.247149	191.682	37.1147	191.615	37.3064	2.12037	0.131591	0.287669
193.48	37.2759	2.35817	-0.245662	-0.192762	193.471	37.2789	193.738	37.3853	2.02462	0.0250452	0.0801538
193.498	37.2785	2.3464	-0.252936	-0.212676	193.555	37.4234	193.738	37.3853	2.02462	0.0250452	0.0990758
195.94	37.3946	2.49997	0.260839	0.253995	195.991	37.3991	195.762	37.3598	1.92349	-0.072386	1.72946
195.846	37.3957	2.18447	0.287972	0.311854	195.507	37.4891	195.762	37.3598	1.92349	-0.072386	2.51794
197.715	37.7337	2.21869	0.190987	0.0518466	197.725	37.7285	197.683	37.2395	1.81869	-0.159495	0.219642
197.672	37.7244	2.09406	0.190926	0.0508847	197.582	37.303	197.683	37.2395	1.81869	-0.159495	0.521553
199.299	37.3003	2.03022	-0.390266	-0.341718	199.294	37.2862	199.497	37.0353	1.71212	-0.235529	0.500407
199.311	37.303	2.0369	-0.388572	-0.338732	199.356	37.3527	199.497	37.0353	1.71212	-0.235529	0.0395337
201.485	37.0017	2.25931	0.0345393	0.159076	201.549	36.9973	201.203	36.7587	1.6057	-0.300201	2.20758
201.371	36.9963	1.9565	-0.0683737	0.00989675	200.932	37.4694	201.203	36.7587	1.6057	-0.300201	3.04316
202.96	36.4638	2.00737	-0.381042	-0.19139	202.962	36.4568	202.801	36.4212	1.50137	-0.353671	0.127556
202.923	36.4446	1.88454	-0.509494	-0.377	202.65	37.2445	202.801	36.4212	1.50137	-0.353671	0.495229
204.034	36.155	1.37857	-0.464152	-0.132309	203.991	36.1967	204.294	36.0343	1.40095	-0.396497	1.74948
204.031	36.1474	1.51812	-0.308869	0.163711	203.809	36.2941	204.294	36.0343	1.40095	-0.396497	1.26348
